,ticker,stockRating,valuation,financialHealth,businessModel,businessOperation,rsRating,taScore,highestPrice,lowestPrice,priceChange3m,priceChange1y,beta,alpha,businessModel_delme,businessEfficiency,assetQuality,cashFlowQuality,bom,businessAdministration,productService,businessAdvantage,companyPosition,industry,operationRisk,industryEn,loanGrowth,depositGrowth,netInterestIncomeGrowth,netInterestMargin,costToIncome,netIncomeTOI,businessOperation_delme,avgROE,avgROA,last5yearsNetProfitGrowth,last5yearsRevenueGrowth,last5yearsOperatingProfitGrowth,last5yearsEBITDAGrowth,last5yearsFCFFGrowth,lastYearGrossProfitMargin,lastYearOperatingProfitMargin,lastYearNetProfitMargin,TOIGrowth,industryEn_delme,loanDeposit,badLoanGrossLoan,badLoanAsset,provisionBadLoan,financialHealth_delme,netDebtEquity,currentRatio,quickRatio,interestCoverage,netDebtEBITDA,industryEn_delme,valuation_delme,pe,pb,ps,evebitda,dividendRate,industryEn_delme,loanDeposit_delme,badLoanGrossLoan_delme,badLoanAsset_delme,provisionBadLoan_delme,financialHealth_delme,netDebtEquity_delme,currentRatio_delme,quickRatio_delme,interestCoverage_delme,netDebtEBITDA_delme
1236,SSN,2.5,3.0,4.6,2.8,1.4,2.4,1.0,16721.0,2620.0,-0.454,-0.747,1.42,-0.0028,2.8,2.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,Farming & Fishing,,,,,,,1.4,1.0,2.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,,Farming & Fishing,,,,,4.6,4.0,4.0,5.0,5.0,5.0,Farming & Fishing,3.0,5.0,5.0,1.0,1.0,1.0,,,,,,3.4,4.0,3.0,3.0,3.0,3.0
1237,ST8,3.4,4.9,5.0,3.5,2.0,4.1,1.0,18349.3,6730.0,-0.365,0.021,0.33,0.0011,3.5,3.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,Electronic Office Equipment,,,,,,,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,4.0,4.0,4.0,,Electronic Office Equipment,,,,,5.0,5.0,5.0,5.0,5.0,5.0,Electronic Office Equipment,4.9,5.0,5.0,5.0,5.0,4.0,,,,,,3.5,4.0,4.0,4.0,3.0,3.0
1238,STB,2.9,2.6,4.1,3.6,3.2,1.4,2.5,35850.0,14850.0,-0.03,-0.224,1.61,0.0016,3.6,3.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,Banks,3.0,2.0,5.0,2.0,3.0,2.0,3.2,3.0,2.0,5.0,,,,,,,,5.0,Banks,2.0,5.0,5.0,5.0,4.1,,,,,,Banks,2.6,3.0,3.0,,,1.0,,2.0,3.0,4.0,3.0,3.0,,,,,
1239,STC,,4.0,4.0,,2.4,,,29000.0,15700.0,-0.027,0.05,0.08,0.0011,,,,,,,,,,,,Publishing,,,,,,,2.4,3.0,3.0,2.0,2.0,2.0,2.0,5.0,2.0,1.0,2.0,,Publishing,,,,,4.0,4.0,4.0,2.0,5.0,5.0,Publishing,4.0,4.0,4.0,5.0,3.0,5.0,,,,,,3.7,5.0,4.0,4.0,3.0,3.0
1240,STG,3.1,1.9,5.0,3.0,3.3,4.4,1.0,48200.0,26500.0,0.513,0.297,0.18,0.0017,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,Transportation Services,,,,,,,3.3,3.0,3.0,5.0,4.0,5.0,5.0,1.0,2.0,2.0,2.0,,Transportation Services,,,,,5.0,5.0,5.0,5.0,5.0,5.0,Transportation Services,1.9,2.0,3.0,2.0,1.0,1.0,,,,,,3.5,4.0,4.0,4.0,3.0,3.0
1241,STH,,2.0,3.8,,1.5,,,11448.0,5022.0,-0.38,-0.544,0.16,-0.003,,,,,,,,,,,,Publishing,,,,,,,1.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,2.0,,Publishing,,,,,3.8,4.0,5.0,5.0,4.0,1.0,Publishing,2.0,1.0,5.0,1.0,1.0,1.0,,,,,,3.7,5.0,4.0,4.0,3.0,3.0
1242,STK,3.0,3.8,4.6,3.0,3.5,2.1,1.0,57333.8,24950.0,-0.407,-0.514,0.62,-0.0016,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,Clothing & Accessories,,,,,,,3.5,5.0,4.0,5.0,2.0,5.0,4.0,1.0,2.0,3.0,3.0,,Clothing & Accessories,,,,,4.6,5.0,4.0,4.0,5.0,5.0,Clothing & Accessories,3.8,4.0,3.0,3.0,4.0,5.0,,,,,,3.4,4.0,4.0,4.0,3.0,3.0
1243,STL,,3.5,2.0,,1.0,,,4900.0,1500.0,-0.303,-0.542,0.17,-0.0028,,,,,,,,,,,,Real Estate Holding & Development,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,Real Estate Holding & Development,,,,,2.0,5.0,1.0,2.0,1.0,1.0,Real Estate Holding & Development,3.5,5.0,1.0,5.0,5.0,1.0,,,,,,3.6,4.0,4.0,4.0,3.0,4.0
1244,STP,,3.0,4.8,,1.5,,,10100.0,6300.0,-0.167,-0.274,0.22,-0.0008,,,,,,,,,,,,Containers & Packaging,,,,,,,1.5,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,,Containers & Packaging,,,,,4.8,4.0,5.0,5.0,5.0,5.0,Containers & Packaging,3.0,1.0,5.0,5.0,1.0,5.0,,,,,,3.5,4.0,4.0,4.0,3.0,3.0
1245,STS,,3.9,4.2,,3.2,,,35000.0,21000.0,-0.311,-0.311,0.05,-0.001,,,,,,,,,,,,Trucking,,,,,,,3.2,4.0,4.0,5.0,1.0,5.0,5.0,1.0,3.0,2.0,2.0,,Trucking,,,,,4.2,5.0,5.0,5.0,5.0,1.0,Trucking,3.9,5.0,4.0,2.0,5.0,1.0,,,,,,3.5,4.0,4.0,4.0,3.0,3.0
1246,STT,,3.1,2.8,,1.0,,,8015.0,1600.0,-0.069,-0.562,0.37,-0.0021,,,,,,,,,,,,Travel & Tourism,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,Travel & Tourism,,,,,2.8,5.0,1.0,2.0,1.0,5.0,Travel & Tourism,3.1,5.0,1.0,2.0,5.0,1.0,,,,,,3.2,4.0,3.0,4.0,2.0,3.0
1247,STW,,4.3,5.0,,2.7,,,4000.0,1500.0,0.0,1.667,-0.06,0.0051,,,,,,,,,,,,Water,,,,,,,2.7,2.0,3.0,3.0,3.0,1.0,1.0,1.0,5.0,4.0,4.0,,Water,,,,,5.0,5.0,5.0,5.0,5.0,5.0,Water,4.3,4.0,5.0,5.0,5.0,1.0,,,,,,3.8,4.0,4.0,4.0,4.0,4.0
1248,SUM,,4.5,2.6,,1.1,,,,,,,0.0,0.0,,,,,,,,,,,,Publishing,,,,,,,1.1,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,Publishing,,,,,2.6,4.0,3.0,4.0,1.0,1.0,Publishing,4.5,5.0,5.0,5.0,5.0,1.0,,,,,,3.7,5.0,4.0,4.0,3.0,3.0
1249,SVC,2.9,3.3,4.0,3.5,1.8,4.0,1.0,147356.6,90200.0,0.207,-0.208,0.0,-0.0006,3.5,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,Automobiles,,,,,,,1.8,2.0,2.0,2.0,2.0,2.0,3.0,2.0,1.0,1.0,1.0,,Automobiles,,,,,4.0,4.0,3.0,3.0,5.0,5.0,Automobiles,3.3,3.0,3.0,5.0,3.0,3.0,,,,,,3.1,3.0,3.0,3.0,3.0,3.0
1250,SVD,2.5,3.8,3.8,,1.5,1.0,,13224.6,2500.0,-0.383,-0.658,0.94,-0.0027,,,,,,,,,,,,Clothing & Accessories,,,,,,,1.5,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,,Clothing & Accessories,,,,,3.8,4.0,5.0,4.0,2.0,4.0,Clothing & Accessories,3.8,3.0,5.0,5.0,4.0,1.0,,,,,,3.4,4.0,4.0,4.0,3.0,3.0
1251,SVG,2.8,3.0,3.2,3.5,1.7,3.6,1.5,23046.0,3500.0,-0.339,-0.784,0.26,-0.0041,3.5,3.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,Diversified Industrials,,,,,,,1.7,1.0,2.0,2.0,2.0,1.0,1.0,4.0,2.0,1.0,1.0,,Diversified Industrials,,,,,3.2,4.0,3.0,3.0,2.0,4.0,Diversified Industrials,3.0,1.0,5.0,5.0,3.0,1.0,,,,,,3.5,4.0,4.0,4.0,3.0,3.0
1252,SVH,,3.9,3.8,,3.5,,,6000.0,6000.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,Conventional Electricity,,,,,,,3.5,5.0,3.0,5.0,1.0,3.0,2.0,1.0,5.0,5.0,5.0,,Conventional Electricity,,,,,3.8,3.0,3.0,4.0,4.0,5.0,Conventional Electricity,3.9,5.0,4.0,2.0,5.0,1.0,,,,,,3.8,4.0,4.0,4.0,4.0,4.0
1253,SVI,3.2,3.8,4.6,4.0,2.3,3.6,1.0,80000.0,49850.0,-0.13,-0.196,0.11,-0.0002,4.0,4.0,4.0,4.0,4.0,3.0,5.0,4.0,5.0,3.0,4.0,Containers & Packaging,,,,,,,2.3,4.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,Containers & Packaging,,,,,4.6,4.0,4.0,5.0,5.0,5.0,Containers & Packaging,3.8,4.0,3.0,5.0,4.0,3.0,,,,,,3.5,4.0,4.0,4.0,3.0,3.0
1254,SVN,,2.5,4.2,,1.5,,,11000.0,4100.0,-0.271,-0.419,0.95,0.0,,,,,,,,,,,,Heavy Construction,,,,,,,1.5,1.0,2.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,,Heavy Construction,,,,,4.2,5.0,5.0,5.0,1.0,5.0,Heavy Construction,2.5,1.0,5.0,5.0,1.0,1.0,,,,,,3.0,4.0,3.0,3.0,2.0,3.0
1255,SVT,3.5,4.1,4.2,,3.7,1.9,,16845.5,10450.0,-0.143,-0.201,0.56,0.0001,,,,,,,,,,,,Paper,,,,,,,3.7,4.0,5.0,5.0,4.0,1.0,5.0,5.0,1.0,1.0,5.0,,Paper,,,,,4.2,5.0,5.0,5.0,1.0,5.0,Paper,4.1,5.0,4.0,2.0,4.0,5.0,,,,,,3.2,3.0,3.0,3.0,3.0,3.0
1256,SWC,3.2,3.4,5.0,3.0,4.1,2.8,1.0,32988.0,19339.0,-0.155,-0.393,0.38,-0.0015,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,Marine Transportation,,,,,,,4.1,4.0,4.0,5.0,5.0,5.0,5.0,1.0,3.0,4.0,5.0,,Marine Transportation,,,,,5.0,5.0,5.0,5.0,5.0,5.0,Marine Transportation,3.4,4.0,4.0,2.0,4.0,1.0,,,,,,3.5,4.0,4.0,4.0,3.0,3.0
1257,SZB,2.9,3.5,5.0,3.2,2.7,2.0,1.0,43378.5,23995.6,-0.137,-0.104,0.56,0.0006,3.2,3.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,Real Estate Holding & Development,,,,,,,2.7,4.0,3.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,,Real Estate Holding & Development,,,,,5.0,5.0,5.0,5.0,5.0,5.0,Real Estate Holding & Development,3.5,4.0,3.0,1.0,4.0,5.0,,,,,,3.6,4.0,4.0,4.0,3.0,4.0
1258,SZC,2.4,2.0,2.6,3.9,4.0,1.0,1.0,81898.8,21900.0,-0.416,-0.502,1.68,-0.0004,3.9,4.0,4.0,4.0,5.0,4.0,4.0,3.0,4.0,4.0,3.0,Real Estate Holding & Development,,,,,,,4.0,5.0,3.0,5.0,5.0,5.0,1.0,1.0,5.0,5.0,5.0,,Real Estate Holding & Development,,,,,2.6,2.0,1.0,2.0,5.0,3.0,Real Estate Holding & Development,2.0,2.0,3.0,1.0,1.0,3.0,,,,,,3.6,4.0,4.0,4.0,3.0,4.0
1259,SZE,2.7,2.5,4.2,3.5,1.7,1.5,,14586.5,11309.0,-0.047,-0.059,0.08,0.0001,3.5,3.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,Waste & Disposal Services,,,,,,,1.7,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,,Waste & Disposal Services,,,,,4.2,4.0,3.0,4.0,5.0,5.0,Waste & Disposal Services,2.5,2.0,3.0,3.0,3.0,1.0,,,,,,3.5,4.0,4.0,4.0,3.0,3.0
1260,SZG,2.6,1.9,4.8,3.4,2.3,2.5,1.0,47640.6,15816.6,-0.005,1.105,0.4,0.0047,3.4,3.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,Real Estate Holding & Development,,,,,,,2.3,2.0,2.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,,Real Estate Holding & Development,,,,,4.8,4.0,5.0,5.0,5.0,5.0,Real Estate Holding & Development,1.9,2.0,2.0,1.0,2.0,2.0,,,,,,3.6,4.0,4.0,4.0,3.0,4.0
1261,SZL,3.0,3.1,4.8,3.0,2.8,3.6,1.0,68208.6,44000.0,-0.174,-0.195,0.4,-0.0003,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,Real Estate Holding & Development,,,,,,,2.8,4.0,3.0,1.0,2.0,2.0,2.0,1.0,4.0,4.0,5.0,,Real Estate Holding & Development,,,,,4.8,4.0,5.0,5.0,5.0,5.0,Real Estate Holding & Development,2.9,3.0,3.0,1.0,3.0,4.0,,,,,,3.6,4.0,4.0,4.0,3.0,4.0
1262,TA3,,3.0,2.2,,1.6,,,13789.5,5317.2,-0.007,-0.547,0.1,-0.0021,,,,,,,,,,,,Heavy Construction,,,,,,,1.6,2.0,2.0,2.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,,Heavy Construction,,,,,2.2,3.0,3.0,3.0,1.0,1.0,Heavy Construction,3.0,3.0,5.0,5.0,1.0,1.0,,,,,,3.0,4.0,3.0,3.0,2.0,3.0
1263,TA6,,2.0,2.2,,1.2,,,16317.0,9000.0,-0.007,0.219,0.1,0.0021,,,,,,,,,,,,Heavy Construction,,,,,,,1.2,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,Heavy Construction,,,,,2.2,3.0,3.0,3.0,1.0,1.0,Heavy Construction,2.0,1.0,3.0,5.0,1.0,1.0,,,,,,3.0,4.0,3.0,3.0,2.0,3.0
1264,TA9,,4.3,4.2,,1.3,,,16925.3,10700.0,-0.128,-0.053,0.78,0.0015,,,,,,,,,,,,Heavy Construction,,,,,,,1.3,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,Heavy Construction,,,,,4.2,5.0,3.0,3.0,5.0,5.0,Heavy Construction,4.3,4.0,3.0,5.0,5.0,5.0,,,,,,3.0,4.0,3.0,3.0,2.0,3.0
1265,TAG,2.4,1.0,4.2,3.0,1.5,3.8,1.0,186000.0,111600.0,0.0,-0.4,0.12,-0.0015,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,Real Estate Holding & Development,,,,,,,1.5,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,,Real Estate Holding & Development,,,,,4.2,5.0,5.0,5.0,1.0,5.0,Real Estate Holding & Development,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,3.6,4.0,4.0,4.0,3.0,4.0
1266,TAN,,1.0,3.4,,1.1,,,55100.0,55100.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,Soft Drinks,,,,,,,1.1,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,Soft Drinks,,,,,3.4,5.0,5.0,5.0,1.0,1.0,Soft Drinks,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,3.4,4.0,3.0,3.0,3.0,3.0
1267,TAR,2.3,2.8,2.0,3.9,2.7,1.7,1.0,40727.7,8100.0,-0.454,-0.588,1.95,-0.0004,3.9,4.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,5.0,4.0,Farming & Fishing,,,,,,,2.7,3.0,3.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,,Farming & Fishing,,,,,2.0,2.0,3.0,2.0,2.0,1.0,Farming & Fishing,2.8,3.0,4.0,5.0,1.0,1.0,,,,,,3.4,4.0,3.0,3.0,3.0,3.0
1268,TAW,,2.8,3.8,,2.0,,,23510.0,7500.0,0.0,-0.175,0.19,0.0006,,,,,,,,,,,,Water,,,,,,,2.0,2.0,2.0,4.0,1.0,4.0,3.0,1.0,1.0,1.0,1.0,,Water,,,,,3.8,5.0,4.0,4.0,1.0,5.0,Water,2.8,1.0,3.0,5.0,4.0,1.0,,,,,,3.8,4.0,4.0,4.0,4.0,4.0
1269,TB8,,3.5,2.2,,1.3,,,9100.0,6500.0,0.0,0.4,0.06,0.0018,,,,,,,,,,,,Containers & Packaging,,,,,,,1.3,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,Containers & Packaging,,,,,2.2,3.0,3.0,3.0,1.0,1.0,Containers & Packaging,3.5,4.0,4.0,5.0,3.0,1.0,,,,,,3.5,4.0,4.0,4.0,3.0,3.0
1270,TBC,3.3,3.5,4.8,3.0,3.8,3.5,1.0,30425.6,25671.6,-0.032,0.062,0.39,0.0009,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,Conventional Electricity,,,,,,,3.8,3.0,4.0,2.0,4.0,4.0,4.0,3.0,5.0,5.0,5.0,,Conventional Electricity,,,,,4.8,4.0,5.0,5.0,5.0,5.0,Conventional Electricity,3.5,4.0,3.0,1.0,4.0,5.0,,,,,,3.8,4.0,4.0,4.0,4.0,4.0
1271,TBD,2.3,1.1,3.0,3.3,1.8,3.4,1.0,112000.0,62869.8,0.144,0.116,0.14,0.003,3.3,3.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,Electronic Equipment,,,,,,,1.8,4.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,,Electronic Equipment,,,,,3.0,3.0,3.0,3.0,4.0,2.0,Electronic Equipment,1.1,1.0,1.0,2.0,1.0,1.0,,,,,,3.5,4.0,4.0,4.0,3.0,3.0
1272,TBH,2.2,4.0,3.0,,1.9,1.0,1.0,104500.0,5700.0,-0.715,-0.908,0.06,-0.0091,,,,,,,,,,,,Transportation Services,,,,,,,1.9,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,Transportation Services,,,,,3.0,4.0,4.0,5.0,1.0,1.0,Transportation Services,4.0,5.0,5.0,1.0,5.0,1.0,,,,,,3.5,4.0,4.0,4.0,3.0,3.0
1273,TBR,,2.8,3.4,,1.1,,,22159.5,6000.0,-0.178,-0.711,0.48,-0.0105,,,,,,,,,,,,Real Estate Holding & Development,,,,,,,1.1,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,Real Estate Holding & Development,,,,,3.4,5.0,5.0,5.0,1.0,1.0,Real Estate Holding & Development,2.8,1.0,5.0,1.0,4.0,1.0,,,,,,3.6,4.0,4.0,4.0,3.0,4.0
1274,TBT,,3.3,2.2,,1.0,,,6200.0,3600.0,0.196,-0.113,0.06,0.0002,,,,,,,,,,,,Heavy Construction,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,Heavy Construction,,,,,2.2,5.0,2.0,2.0,1.0,1.0,Heavy Construction,3.3,5.0,1.0,3.0,5.0,1.0,,,,,,3.0,4.0,3.0,3.0,2.0,3.0
1275,TBX,,1.6,4.0,,1.2,,,22300.0,22300.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,Building Materials & Fixtures,,,,,,,1.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,,Building Materials & Fixtures,,,,,4.0,5.0,5.0,4.0,1.0,5.0,Building Materials & Fixtures,1.6,1.0,3.0,2.0,1.0,1.0,,,,,,3.0,4.0,3.0,3.0,2.0,3.0
1276,TC6,2.4,4.0,2.8,,1.8,,1.0,17404.7,3600.0,-0.555,-0.577,1.54,-0.0006,,,,,,,,,,,,Coal,,,,,,,1.8,1.0,2.0,5.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,,Coal,,,,,2.8,5.0,1.0,2.0,1.0,5.0,Coal,4.0,5.0,1.0,5.0,5.0,5.0,,,,,,3.2,3.0,3.0,3.0,3.0,3.0
1277,TCB,2.9,3.8,3.9,3.0,4.7,1.0,1.0,53800.0,20700.0,-0.247,-0.439,1.32,-0.0003,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,Banks,4.0,3.0,5.0,5.0,5.0,5.0,4.7,5.0,5.0,5.0,,,,,,,,5.0,Banks,1.0,5.0,5.0,5.0,3.9,,,,,,Banks,3.8,5.0,4.0,,,1.0,,2.0,3.0,4.0,3.0,3.0,,,,,
1278,TCD,2.8,4.5,3.4,3.0,3.2,1.6,1.0,27950.0,3840.0,-0.521,-0.75,1.67,-0.0026,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,Heavy Construction,,,,,,,3.2,5.0,2.0,5.0,5.0,4.0,1.0,1.0,2.0,2.0,4.0,,Heavy Construction,,,,,3.4,3.0,4.0,4.0,5.0,1.0,Heavy Construction,4.5,5.0,5.0,4.0,4.0,4.0,,,,,,3.0,4.0,3.0,3.0,2.0,3.0
1279,TCH,2.9,3.0,4.8,3.1,2.9,2.3,1.0,23153.0,4948.2,-0.259,-0.591,1.63,-0.0012,3.1,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,Real Estate Holding & Development,,,,,,,2.9,2.0,2.0,2.0,3.0,4.0,5.0,5.0,2.0,3.0,2.0,,Real Estate Holding & Development,,,,,4.8,4.0,5.0,5.0,5.0,5.0,Real Estate Holding & Development,3.0,1.0,5.0,2.0,3.0,4.0,,,,,,3.6,4.0,4.0,4.0,3.0,4.0
1280,TCI,3.2,3.5,4.8,2.9,4.8,2.3,1.0,24028.0,5082.0,-0.319,-0.709,1.36,-0.0025,2.9,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,Investment Services,,,,,,,4.8,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,Investment Services,,,,,4.8,4.0,5.0,5.0,5.0,5.0,Investment Services,3.5,5.0,4.0,1.0,4.0,1.0,,1.0,2.0,3.0,2.0,4.1,4.0,5.0,5.0,4.0,4.0
1281,TCJ,,3.3,1.8,,1.0,,,5100.0,4500.0,-0.02,0.111,-0.01,0.0005,,,,,,,,,,,,Farming & Fishing,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,Farming & Fishing,,,,,1.8,4.0,1.0,2.0,1.0,1.0,Farming & Fishing,3.3,5.0,1.0,3.0,5.0,1.0,,,,,,3.4,4.0,3.0,3.0,3.0,3.0
1282,TCK,,2.5,2.2,,1.2,,,3900.0,3900.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,Heavy Construction,,,,,,,1.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,,Heavy Construction,,,,,2.2,5.0,2.0,2.0,1.0,1.0,Heavy Construction,2.5,5.0,1.0,5.0,1.0,1.0,,,,,,3.0,4.0,3.0,3.0,2.0,3.0
1283,TCL,3.0,3.8,4.4,3.3,2.5,2.6,1.5,39241.4,26100.0,-0.127,-0.128,0.64,0.0002,3.3,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,Trucking,,,,,,,2.5,4.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,Trucking,,,,,4.4,5.0,3.0,4.0,5.0,5.0,Trucking,3.8,4.0,3.0,3.0,4.0,5.0,,,,,,3.5,4.0,4.0,4.0,3.0,3.0
1284,TCM,2.9,1.6,4.2,3.0,1.8,3.0,3.5,68698.4,40950.0,0.244,-0.161,0.73,0.0005,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,Clothing & Accessories,,,,,,,1.8,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,,Clothing & Accessories,,,,,4.2,4.0,4.0,3.0,5.0,5.0,Clothing & Accessories,1.4,1.0,2.0,2.0,1.0,1.0,,,,,,3.4,4.0,4.0,4.0,3.0,3.0
1285,TCO,2.8,4.3,4.0,3.5,2.3,1.6,1.0,24912.0,8300.0,-0.173,-0.659,0.88,-0.0026,3.5,3.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,Trucking,,,,,,,2.3,4.0,4.0,3.0,2.0,1.0,4.0,1.0,1.0,1.0,1.0,,Trucking,,,,,4.0,4.0,5.0,5.0,1.0,5.0,Trucking,4.5,5.0,5.0,5.0,5.0,1.0,,,,,,3.5,4.0,4.0,4.0,3.0,3.0
1286,TCR,2.2,3.0,3.0,,1.2,2.8,1.0,8900.0,2400.0,-0.192,-0.475,0.23,-0.0016,,,,,,,,,,,,Building Materials & Fixtures,,,,,,,1.2,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,,Building Materials & Fixtures,,,,,3.0,4.0,3.0,3.0,2.0,3.0,Building Materials & Fixtures,3.0,2.0,5.0,5.0,2.0,1.0,,,,,,3.0,4.0,3.0,3.0,2.0,3.0
1287,TCT,3.1,2.0,4.2,3.5,2.0,3.7,3.0,46259.8,27950.0,-0.111,0.032,0.43,0.001,3.5,3.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,Travel & Tourism,,,,,,,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,5.0,,Travel & Tourism,,,,,4.2,5.0,5.0,5.0,1.0,5.0,Travel & Tourism,2.0,2.0,3.0,1.0,2.0,1.0,,,,,,3.2,4.0,3.0,4.0,2.0,3.0
1288,TCW,3.1,4.1,4.8,4.0,2.8,1.9,1.0,31252.6,22876.0,-0.016,-0.193,0.3,-0.0004,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,Transportation Services,,,,,,,2.8,5.0,4.0,2.0,2.0,2.0,1.0,2.0,3.0,3.0,3.0,,Transportation Services,,,,,4.8,5.0,4.0,5.0,5.0,5.0,Transportation Services,4.1,4.0,3.0,4.0,5.0,5.0,,,,,,3.5,4.0,4.0,4.0,3.0,3.0
1289,TDB,2.8,2.0,3.4,3.5,2.3,2.8,,40000.0,30434.6,0.168,0.027,0.07,0.0018,3.5,4.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,Conventional Electricity,,,,,,,2.3,5.0,5.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,,Conventional Electricity,,,,,3.4,5.0,5.0,5.0,1.0,1.0,Conventional Electricity,2.0,3.0,1.0,1.0,3.0,1.0,,,,,,3.8,4.0,4.0,4.0,4.0,4.0
1290,TDC,2.8,3.8,3.0,3.0,2.5,3.3,1.0,30548.6,7180.0,-0.475,-0.525,1.45,-0.0007,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,Real Estate Services,,,,,,,2.5,3.0,2.0,1.0,2.0,2.0,2.0,5.0,3.0,3.0,2.0,,Real Estate Services,,,,,3.0,3.0,2.0,3.0,3.0,4.0,Real Estate Services,4.0,5.0,4.0,5.0,4.0,1.0,,,,,,3.6,4.0,4.0,4.0,3.0,4.0
